id,user_id,account_id,category_id,amount,type,description,date,is_recurring,recurrence_rule,is_reviewed,to_account_id,created_at,updated_at,contact_id
,,1446f45d-e885-4d1c-b577-5d2517a48106,Khóa học online,80000.0,expense,Mua Patreon của anh Mingg,2025-06-10,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,39000.0,expense,Ăn McDonald,2025-06-11,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,30000.0,expense,Ăn mì trộn 711,2025-06-12,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-06-12,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Lương chính,10402000.0,income,Lương tháng 5-6,2025-06-13,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,2000000.0,expense,Cho mẹ tiền hằng tháng,2025-06-13,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Khóa học online,1085000.0,expense,Góp tiền học khóa Data với anh Bâu,2025-06-13,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,144000.0,expense,Ăn jolibee với ín,2025-06-15,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,50000.0,expense,Đổ xăng lần 4,2025-06-15,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,21000.0,expense,Mua ngô gia cho ín,2025-06-15,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Thuốc,2000.0,expense,Mua thuốc cho ín,2025-06-15,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,50000.0,expense,Đánh cầu vãng lai,2025-06-16,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,30000.0,expense,Ăn mì trộn 711,2025-06-16,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-06-16,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua sắm đồ cá nhân,19000.0,expense,Mua khăn giấy ướt,2025-06-16,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,20000.0,expense,Mua đồ ăn cho anh bâu,2025-06-17,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,50000.0,expense,Đổ xăng lần 5,2025-06-18,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,500000.0,expense,Cho ín tiền mua dây sạc,2025-06-18,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,10000.0,expense,Sữa chua,2025-06-18,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-06-19,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,50000.0,expense,Đổ xăng lần 6,2025-06-23,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Thưởng,50000.0,income,Long giả tiền đi ké,2025-06-24,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Uống nước,64000.0,expense,Bao anh bâu với bà má uống nước,2025-06-25,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,36896.0,expense,Mua Jolibee,2025-06-26,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-06-26,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-06-26,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Bảo trì bảo dưỡng,5000.0,expense,Bơm lốp xe,2025-06-27,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 7,2025-06-27,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Xem phim,356910.0,expense,Đi xem F1,2025-06-27,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,500000.0,expense,Mua Forza Horizon tặng em zai,2025-06-27,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,30000.0,expense,Gửi xe civic ở Landmark,2025-06-28,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,100000.0,expense,Ăn mì vịt tiềm ở Gigamall,2025-06-28,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,311040.0,expense,Ăn Unatoto với ín,2025-06-29,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,75000.0,expense,Mua đồ ở Hasaki cho ín,2025-06-29,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dịch vụ khác,128520.0,expense,Đi chidori với ín,2025-06-29,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dịch vụ khác,425000.0,expense,Đi bliss với ín,2025-06-29,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,591319.0,expense,Mua đồ shopee,2025-06-29,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,150000.0,expense,Đánh cầu định kì,2025-06-30,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Người thân cho tiền,400000.0,income,ín giả tiền đi chơi,2025-06-30,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,50000.0,expense,Đánh cầu vãng lai,2025-07-01,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Uống nước,29000.0,expense,Uống cf coti,2025-07-01,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 1,2025-07-01,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,AI,379000.0,expense,Mua GPT từ anh Hiếu,2025-07-02,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-07-03,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,30000.0,expense,Mua Revive Chanh muối cho Vĩ,2025-07-03,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Uống nước,20000.0,expense,Cafe GS25,2025-07-04,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,129000.0,expense,Đăng ký đánh cầu định kì ,2025-07-04,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Điện thoại,48000.0,expense,Nạp 50k vào đth,2025-07-05,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Lãi suất,19417.0,income,Techcombank trả lãi tháng 6,2025-07-05,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Chuyển tiền,40500000.0,NULL,Nộp tiền mặt vào techcombank,2025-07-05,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,215000.0,expense,Mua đồ ăn qua Grab ,2025-07-06,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,1438479.0,expense,Mua đồ shopee cho ba mẹ,2025-07-06,NULL,NULL,NULL,Ba,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 2,2025-07-06,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dụng cụ thể thao,300000.0,expense,Mua cầu 88 và ca trà đá,2025-07-07,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,23000.0,expense,Mua mì trộn trả cho anh Tấn,2025-07-07,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,45000.0,expense,Mua quà sn cho anh bâu với bà nọc,2025-07-08,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,290000.0,income,Chị Thúy trả lại tiền mua ống cầu,2025-07-08,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,60000.0,expense,Đổ xăng lần 3,2025-07-10,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-07-10,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,500000.0,income,Ba giả lại tiền mua đồ shopee,2025-07-10,NULL,NULL,NULL,Ba,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,36815000.0,expense,Mua macbook pro m4,2025-07-10,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,598206.0,expense,Mua đồ shopee cho macbook,2025-07-10,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,500000.0,income,Mẹ giả lại tiền mua đồ shopee,2025-07-11,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Tour,13350000.0,expense,Chuyển tiền cọc đi thái lan cho cô bảy,2025-07-11,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Chuyển tiền,5000000.0,NULL,Nộp tiền mặt vào techcombank,2025-07-12,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Răng,70000.0,expense,Lấy cao răng với vouncher tại Parkway,2025-07-12,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Bảo trì bảo dưỡng,1119000.0,expense,"Thay lốp trước, thay nhớt máy ở 38.888km",2025-07-12,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,39000.0,expense,Ăn McDonald với anh Tấn,2025-07-11,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-07-11,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,530000.0,expense,Đổ xăng civic,2025-07-12,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,35000.0,expense,Gửi xe civic ở Cresent Mall,2025-07-12,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,891000.0,expense,Mua quà cho anh Bâu và MQuan,2025-07-12,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Ăn sang,86000.0,expense,Ăn mì muối ớt với ín,2025-07-13,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,50000.0,expense,Uống trà sữa ở cf Lego,2025-07-13,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Chuyển tiền,500000.0,NULL,Đổi tiền mặt với dì Nguyệt,2025-07-14,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,70000.0,expense,Đánh cầu với nhóm xịn cùng chị Nhi,2025-07-14,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-07-14,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,20000.0,expense,Mua trà đá,2025-07-14,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,70000.0,expense,Đổ xăng lần 4,2025-07-15,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Thuốc,73500.0,expense,Mua thuốc cảm ở Long Châu,2025-07-15,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Lương chính,13254300.0,income,Lương tháng 6-7,2025-07-15,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho tiền người thân,2500000.0,expense,Cho mẹ tiền hằng tháng,2025-07-15,NULL,NULL,NULL,Mẹ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Chuyển tiền,5000000.0,NULL,Đổi tiền mặt với em zai,2025-07-14,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,560015.0,expense,Mua đồ shopee cho macbook,2025-07-15,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,130000.0,expense,Đóng tiền đăng ký đánh giải cầu lông FPT,2025-07-16,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,88000.0,expense,Thua kèo nước với anh Nam,2025-07-17,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Gửi xe,5000.0,expense,Gửi xe đánh cầu,2025-07-17,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Photo,5000.0,expense,Photo căng cước và bằng ĐH,2025-07-19,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,In ảnh thẻ,20000.0,expense,In 4 ảnh 3x4,2025-07-19,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,3765800.0,expense,Mua airpod tặng quà sn cho ín,2025-07-20,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dịch vụ khác,520000.0,expense,Đi bliss với ín,2025-07-20,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua sắm đồ cá nhân,156200.0,expense,Mua đồ shopee,2025-07-20,NULL,NULL,NULL,Cá nhân,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua đồ ăn,85000.0,expense,Mua mì trộn Tên lửa ăn với ín,2025-07-20,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe sân cầu lông,2025-07-21,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Hoạt động thể thao,10000.0,expense,Mua ca trà đá,2025-07-21,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Uống nước,20000.0,expense,Mua caà phê sữa gs25,2025-07-22,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Cho mượn tiền,3000000.0,expense,Cho chú tí mượn 3tr,2025-07-22,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Ăn sang,216000.0,expense,Ăn Som in Thai với anh bâu bà ngọc,2025-07-23,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,492158.0,expense,Cho em zai nước hoa,2025-07-22,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Điện thoại,50000.0,expense,Nạp tiền đth,2025-07-23,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Thưởng,63000.0,income,Từ zalopay chưa rõ gd gì,2025-07-23,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Dụng cụ thể thao,100000.0,expense,Góp tiền mua ống cầu do thua kèo với anh Nam,2025-07-24,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mua quà,126000.0,expense,Mua cho ín quà tặng tốt nghiệp cho bạn của ín,2025-07-24,NULL,NULL,NULL,Ín,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,3000000.0,income,Chú tí trả tiền 3tr cho mượn,2025-07-25,NULL,NULL,NULL,Người trong nhà,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Chuyển tiền,5000000.0,NULL,Nộp tiền mặt vào techcombank,2025-07-30,NULL,NULL,NULL,Em zai,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mạng 4G,20000.0,expense,Mua 4G từ Zalopay,2025-07-25,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Mạng 4G,20000.0,expense,Mua 4G từ Zalopay,2025-07-29,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,8000.0,expense,Gửi xe ở Sân bay cam ranh,2025-07-26,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,8000.0,expense,Gửi xe ở Sân bay cam ranh,2025-07-27,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,70000.0,expense,Đánh cầu vãng lai ngày 23/07,2025-07-30,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Gửi xe,5000.0,expense,Gửi xe ở sân cầu,2025-07-30,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Gửi xe,312000.0,expense,Bao mn trên cty ăn gà lá é,2025-07-30,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Hoạt động thể thao,70000.0,expense,Đánh cầu vãng lai,2025-07-30,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Xăng xe,70000.0,expense,Đổ xăng lần 5,2025-07-30,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,b441e1dc-f1fa-4fb8-a122-2b4d98468cdf,Mua đồ ăn,28000.0,expense,Ăn sáng bún thịt nướng ở đường Tăng Nhơn Phú,2025-07-30,NULL,NULL,NULL,Dịch vụ,NULL,NULL,NULL
,,1446f45d-e885-4d1c-b577-5d2517a48106,Nhận lại nợ,320000.0,income,Chị Ngọc trả lại tiền ăn gà lá é,2025-07-30,NULL,NULL,NULL,Đồng nghiệp,NULL,NULL,NULL
